id,answer,visibility,unit_id
7a4bdc2061a5,1,private,7a4bdc2061a5
7a59e7a4e67c,8,private,7a59e7a4e67c
7a6d694be23b,79,private,7a6d694be23b
7a9d3484314c,60,private,7a9d3484314c
7ac9ffec42bc,18,public,7ac9ffec42bc
7b1f8796258b,40,private,7b1f8796258b
7b274d813b34,25,public,7b274d813b34
7b334c1bccb0,1509,private,7b334c1bccb0
7b352977317c,2,public,7b352977317c
7b4eac20a926,736,public,7b4eac20a926
7b58afb92d85,5,public,7b58afb92d85
7c24f695dfc1,35,public,7c24f695dfc1
7c3c775d57d2,15,private,7c3c775d57d2
7d891f298e46,6,private,7d891f298e46
7dd196cc26ef,2,private,7dd196cc26ef
7dec5d23cf90,1875,private,7dec5d23cf90
7e44d976fea9,34,private,7e44d976fea9
7e5e574a2609,385000,public,7e5e574a2609
7ea7e93e54f1,168,public,7ea7e93e54f1
7edd2026751d,4,private,7edd2026751d
7f304aa539cd,5,public,7f304aa539cd
7f4e401cc73f,8,public,7f4e401cc73f
7f509425d4bd,100,private,7f509425d4bd
7f721985b57c,36,private,7f721985b57c
7f908deae3fb,168000,private,7f908deae3fb
7f93a60cd3c4,49,private,7f93a60cd3c4
80068de295d8,6,private,80068de295d8
8013b243387b,12,private,8013b243387b
8016c0c6721a,750,public,8016c0c6721a
809cc299498f,6277,private,809cc299498f
80edbc8ff844,800,public,80edbc8ff844
80f692e94c79,3200,private,80f692e94c79
8118fe9cf554,13,private,8118fe9cf554
81613b596097,22,private,81613b596097
81617f0305a9,145,private,81617f0305a9
818cf450e1da,101,private,818cf450e1da
81b1a2fa35e7,17,private,81b1a2fa35e7
81e63e05678a,9360,public,81e63e05678a
82107a0a2147,13,public,82107a0a2147
8236c583d31e,140,public,8236c583d31e
825fc7671d64,20,public,825fc7671d64
827be67c4e85,22,public,827be67c4e85
82ba2fdfdc99,70,private,82ba2fdfdc99
82c0255c5330,120,public,82c0255c5330
82e8c3b78fef,83,private,82e8c3b78fef
83c06f75a997,18,private,83c06f75a997
83dcc28b20d2,19,private,83dcc28b20d2
83deec9717d9,8,private,83deec9717d9
83f243e2d0d7,9,private,83f243e2d0d7
83f5eba2e9a1,30,private,83f5eba2e9a1
83ff08fd90f8,12,public,83ff08fd90f8
8403e244a47f,60,private,8403e244a47f
8416d96552a3,7,private,8416d96552a3
8419747bcf06,24,private,8419747bcf06
8420e62d045f,14,public,8420e62d045f
8425cc7c3a1f,665,private,8425cc7c3a1f
8452a380dab7,10,public,8452a380dab7
84aa98062f7e,78,private,84aa98062f7e
84be2f16f77a,65960,private,84be2f16f77a
84c20cb7cf18,48,public,84c20cb7cf18
856b17f8df8b,460,public,856b17f8df8b
85aef9446002,96,private,85aef9446002
85eac50543ce,27,public,85eac50543ce
860b639368cb,27,private,860b639368cb
861830872a01,100,private,861830872a01
8633426e6ede,104,private,8633426e6ede
86dea53151bf,1,private,86dea53151bf
87222864f382,44,public,87222864f382
8726b59efaa2,2,private,8726b59efaa2
87616553a8aa,975,private,87616553a8aa
8769f0496d32,315,private,8769f0496d32
877d6da6c160,98,private,877d6da6c160
877e262ce0b4,243,private,877e262ce0b4
87bf25742902,1490,private,87bf25742902
87c4fcc3b6b7,1110,private,87c4fcc3b6b7
87d656d9b349,320,private,87d656d9b349
87ed24a7527f,8,private,87ed24a7527f
881e107d09ad,4,private,881e107d09ad
8832d26da388,15,private,8832d26da388
884d3e02b2eb,20,private,884d3e02b2eb
88571e28d8de,9,public,88571e28d8de
88a0510b66d1,251,private,88a0510b66d1
88e52996ff4b,18,private,88e52996ff4b
89251b79a538,79,private,89251b79a538
897e4e2ed6e1,159,private,897e4e2ed6e1
8a6a70aba7c6,48,private,8a6a70aba7c6
8ac389a788ef,6,private,8ac389a788ef
8ac9d2594979,35,private,8ac9d2594979
8acf82932844,9,public,8acf82932844
8b0e5925b81b,6,private,8b0e5925b81b
8bc6dd69076c,4,private,8bc6dd69076c
8bd3822fdcfe,100,public,8bd3822fdcfe
8be5dfbc9a69,25,private,8be5dfbc9a69
8cd9af1b51b9,3,private,8cd9af1b51b9
8d41a3f3686b,93,private,8d41a3f3686b
8d5412f38f14,48,private,8d5412f38f14
8d5e75dc5b34,16,private,8d5e75dc5b34
8de8ce8b4202,8,private,8de8ce8b4202
8df1455d573f,215,private,8df1455d573f
8df5ed720947,350,private,8df5ed720947
8e0e2896a7c0,20,public,8e0e2896a7c0
8e371ca508da,440,public,8e371ca508da
8e6a8b66ec2c,11232,private,8e6a8b66ec2c
8e72248169f7,150,public,8e72248169f7
8ecad141dfcb,230,public,8ecad141dfcb
8eef3c3cb5aa,4,public,8eef3c3cb5aa
8f0981ab83e7,803,private,8f0981ab83e7
8f249d3c7784,40,private,8f249d3c7784
8f2ef97544af,623,private,8f2ef97544af
8f7bf980974b,25,private,8f7bf980974b
8f972470be58,4,private,8f972470be58
8fb870b3ce70,14400,private,8fb870b3ce70
900888e3f4a5,7,private,900888e3f4a5
900a9246db4a,26,private,900a9246db4a
904365da0cf6,38,private,904365da0cf6
90564fdb0378,4800,public,90564fdb0378
907b6a71b8b0,25,private,907b6a71b8b0
9085daa047c1,12,public,9085daa047c1
90971b3ceea0,10,private,90971b3ceea0
915eb07cdb12,40,public,915eb07cdb12
917adffc7b87,5600,private,917adffc7b87
91eaa9bf8a3d,36,public,91eaa9bf8a3d
920eda2b97db,2350,private,920eda2b97db
9224e27de5b9,11,private,9224e27de5b9
9248273db868,120,public,9248273db868
925a7a187d10,21,private,925a7a187d10
92632fccacfd,5,private,92632fccacfd
927fda469e3a,366,private,927fda469e3a
929702eff5b4,2800,private,929702eff5b4
93a2a9707dc9,235,public,93a2a9707dc9
93dc2066f700,48,private,93dc2066f700
94c4daef78f2,70,private,94c4daef78f2
94f4fdaebfce,18,private,94f4fdaebfce
957aae982489,2,private,957aae982489
95b212607f6b,25000,private,95b212607f6b
95f05bc4d41a,5,private,95f05bc4d41a
960733a53680,40,private,960733a53680
9649c35a9ca7,36,private,9649c35a9ca7
97afdd4228f8,25,public,97afdd4228f8
97df2fa8d618,93,private,97df2fa8d618
97f135524b32,428,public,97f135524b32
98098d39f5a0,15,private,98098d39f5a0
9838cac92c81,5,private,9838cac92c81
98bfebb22816,374,public,98bfebb22816
99419701347f,4,private,99419701347f
99dd9478d540,1,public,99dd9478d540
99ecdcbffb70,12,public,99ecdcbffb70
9a2729462add,48,private,9a2729462add
9a33507208a9,145,private,9a33507208a9
9a79b4185c63,78,public,9a79b4185c63
9aceb225c682,3,private,9aceb225c682
9be4fb91c8ea,60,private,9be4fb91c8ea
9c425fddf3e4,880,private,9c425fddf3e4
9c5f6403ee61,6250,private,9c5f6403ee61
9c7f861ec0f6,80,public,9c7f861ec0f6
9ca314243dfc,7400,private,9ca314243dfc
9ca3d51cf693,3,private,9ca3d51cf693
9cb41023d198,109,private,9cb41023d198
9cc56b953473,448,private,9cc56b953473
9cca92e21d25,50,public,9cca92e21d25
9d390ae257a6,5,public,9d390ae257a6
9d5402df5e39,3,private,9d5402df5e39
9d5df22c6fce,25,private,9d5df22c6fce
9d99175a75b1,34,private,9d99175a75b1
9de792fe8e46,34,public,9de792fe8e46
9e94afaf1834,108,private,9e94afaf1834
9eae1ca2304a,450,private,9eae1ca2304a
9ec1f3f40b6e,1128,private,9ec1f3f40b6e
9f385da4b3e6,300,private,9f385da4b3e6
9f397ae04006,60,private,9f397ae04006
9f6ba6ceac4d,105,private,9f6ba6ceac4d
9faa79b750d0,240,private,9faa79b750d0
9fb7aa284ea4,10,private,9fb7aa284ea4
a000de5168af,16,private,a000de5168af
a0063005ef19,98,private,a0063005ef19
a013d0847852,150,public,a013d0847852
a0623dc98405,3,private,a0623dc98405
a06a9a9adb74,73,private,a06a9a9adb74
a08392242bf1,100,private,a08392242bf1
a0ba7f404282,25,private,a0ba7f404282
a0bf28ce5e5d,10,private,a0bf28ce5e5d
a0c62d406520,30,private,a0c62d406520
a0ccb4906a2d,3,private,a0ccb4906a2d
a0ecc62b0ef8,17,public,a0ecc62b0ef8
a0f3d2eadd89,88,private,a0f3d2eadd89
a162b0963e30,3000,public,a162b0963e30
a1c6666e4502,79,private,a1c6666e4502
a1e21bf44f1c,12,private,a1e21bf44f1c
a23f4c29eda2,330000,private,a23f4c29eda2
a292b4783be3,308,private,a292b4783be3
a295cb55b91e,7,private,a295cb55b91e
a2967d29f03a,6,private,a2967d29f03a
a2aa8b57ae4e,31,private,a2aa8b57ae4e
a2e0fbb86c89,6,private,a2e0fbb86c89
a2e2a1a070bd,12,private,a2e2a1a070bd
a2e2ffb9cc3c,78,private,a2e2ffb9cc3c
a2ea64452f12,160,private,a2ea64452f12
a345e3a6e634,48,private,a345e3a6e634
a393fa1abce0,300,private,a393fa1abce0
a3adab559671,162,private,a3adab559671
a3dd863c51fc,63,private,a3dd863c51fc
a41128b840d9,120,private,a41128b840d9
a425aa8dc1ad,60,private,a425aa8dc1ad
a4433ea2f176,240,public,a4433ea2f176
a5b7f5c5466b,98,private,a5b7f5c5466b
a5fe8bbb00b8,2450,private,a5fe8bbb00b8
a609194f7b62,10,public,a609194f7b62
a61e2db65b52,24,private,a61e2db65b52
a628fcd8d558,13,public,a628fcd8d558
a639c59857e4,7,private,a639c59857e4
a65c6a6ad9d8,130,private,a65c6a6ad9d8
a6627d5ef5e5,4,private,a6627d5ef5e5
a69f6e823acd,15,public,a69f6e823acd
a6a576fdef47,45,private,a6a576fdef47
a6c782d873d7,66,private,a6c782d873d7
a6cec94f71d0,750,private,a6cec94f71d0
a6e7e6ac9c40,48,private,a6e7e6ac9c40
a76ef2e5912a,41,public,a76ef2e5912a
a7aa1d569acb,2,private,a7aa1d569acb
a815b935f49b,75,public,a815b935f49b
a873582a4572,35,private,a873582a4572
a8db99e6f837,12,private,a8db99e6f837
a92b7524c766,31,public,a92b7524c766
a950b7702b30,45,public,a950b7702b30
a969fb7be149,54,private,a969fb7be149
a96e8157da72,90,private,a96e8157da72
a99106deaead,60,private,a99106deaead
a9b5c7d22071,500,private,a9b5c7d22071
a9d54d77fe0e,360,private,a9d54d77fe0e
a9e2e9dbeb1f,150,private,a9e2e9dbeb1f
a9ec208c97ce,10000,public,a9ec208c97ce
aa1d50a785da,360,private,aa1d50a785da
aa2c23062222,3,public,aa2c23062222
aa396cc2b017,335,private,aa396cc2b017
aa8198eb38b6,90,public,aa8198eb38b6
aa8284d56a3e,8,public,aa8284d56a3e
aab4afb981d3,122,private,aab4afb981d3
aadb61b0cb45,36,private,aadb61b0cb45
ab354fd37ae0,32,private,ab354fd37ae0
abe06daf06e0,12,private,abe06daf06e0
ac1c56530cbd,156,private,ac1c56530cbd
ac71a84aeb6c,16,private,ac71a84aeb6c
ac7995e03d38,33,private,ac7995e03d38
acb52ce79ee3,15,private,acb52ce79ee3
ace01ce9350f,280,public,ace01ce9350f
ad6a697d9fd8,20,private,ad6a697d9fd8
ad7851cd7f81,224000,private,ad7851cd7f81
ad880367d584,144,private,ad880367d584
ad94bcfae44a,68,private,ad94bcfae44a
adbb3e2a8dcb,44,private,adbb3e2a8dcb
adf347901eb8,40,public,adf347901eb8
ae127bd39f74,9,private,ae127bd39f74
ae52c3d2d9ae,75,public,ae52c3d2d9ae
ae9cc75b5799,32,private,ae9cc75b5799
aeb6b84f0071,120,private,aeb6b84f0071
aecf26a2fa9d,50,private,aecf26a2fa9d
af1498e9844a,18,private,af1498e9844a
af1d5315059a,32,private,af1d5315059a
af4399ba74a3,29,public,af4399ba74a3
af72fa84f960,100,private,af72fa84f960
af7319fdd46a,64,private,af7319fdd46a
afe03a636741,500,private,afe03a636741
aff51f6214b3,100,private,aff51f6214b3
b02100af6abb,2050,private,b02100af6abb
b05cf09ccefc,800,private,b05cf09ccefc
b076242fc3f7,10,private,b076242fc3f7
b07e228b8148,92,public,b07e228b8148
b087cfa1cbf6,1596,public,b087cfa1cbf6
b0c0e3ce6fac,7,public,b0c0e3ce6fac
b0c6e3c9663d,2,private,b0c6e3c9663d
b100ad1c744c,7200,public,b100ad1c744c
b16394a124d4,16,public,b16394a124d4
b16627912857,72,private,b16627912857
b1b091e1e45d,21,private,b1b091e1e45d
b1f48f952fc7,8400,private,b1f48f952fc7
b244a83d47b9,200,private,b244a83d47b9
b24daaea7a66,12,private,b24daaea7a66
b258d72a9fd5,360,private,b258d72a9fd5
b27dfe1af9a6,291,public,b27dfe1af9a6
b280cdddf4bd,27,private,b280cdddf4bd
b2a8ad1afeb7,14,private,b2a8ad1afeb7
b31d78f16cfc,30,private,b31d78f16cfc
b39515376a24,168,public,b39515376a24
b3ab809fca3a,8,private,b3ab809fca3a
b3e26d62e153,144,private,b3e26d62e153
b40025fbcadd,135,private,b40025fbcadd
b4515fea0948,34,private,b4515fea0948
b4a5b3e1d289,70,private,b4a5b3e1d289
b4b5c7fc3a5a,7,private,b4b5c7fc3a5a
b4db0af17795,19,private,b4db0af17795
b5240265f0d1,10,private,b5240265f0d1
b55b17976931,9,public,b55b17976931
b56f0663d476,2,private,b56f0663d476
b57883b4e751,2,private,b57883b4e751
b5af7a75cf5b,11,private,b5af7a75cf5b
b5b14fe532de,480,private,b5b14fe532de
b5ce939c9c3d,576,private,b5ce939c9c3d
b605c8cc8f29,350,public,b605c8cc8f29
b64b43931523,2450,private,b64b43931523
b6fe46dead5a,20,private,b6fe46dead5a
b7141dd9ca54,8,private,b7141dd9ca54
b73d34d1522c,20,private,b73d34d1522c
b7678febba14,3,public,b7678febba14
b7752e65f2dd,1450000,public,b7752e65f2dd
b79d7a0da35a,5,public,b79d7a0da35a
b79e0ea175db,160,public,b79e0ea175db
b7ab7a56e9a9,50,public,b7ab7a56e9a9
b82fa748fd7f,15,public,b82fa748fd7f
b843d084a539,26,private,b843d084a539
b856c70e5007,3,private,b856c70e5007
b85d8b409bc4,168,private,b85d8b409bc4
b86467ab757d,120,private,b86467ab757d
b8a1c117f959,2,private,b8a1c117f959
b8eb4ea1993d,320,private,b8eb4ea1993d
b90c4cebdff2,10,private,b90c4cebdff2
b914735e7094,6,private,b914735e7094
b94089b7325b,342,private,b94089b7325b
ba208ba96a7e,30,private,ba208ba96a7e
ba2c56e717db,20,private,ba2c56e717db
ba4c00403817,1210,private,ba4c00403817
ba674b214acf,1,private,ba674b214acf
baaa1fd7c73d,6,private,baaa1fd7c73d
bb0f389e3943,20,private,bb0f389e3943
bb266910683d,10,private,bb266910683d
bba7bf91a741,594,private,bba7bf91a741
bc26a770891a,16,private,bc26a770891a
bc6e62c77457,34,private,bc6e62c77457
bc779b5f6546,7,public,bc779b5f6546
bca51c483678,300,public,bca51c483678
bcb99c8174e9,72,private,bcb99c8174e9
bcbc44fcf620,2,private,bcbc44fcf620
bcf7dded26ad,221,public,bcf7dded26ad
bd4781c4319e,3,public,bd4781c4319e
bd756f4dfdf6,7300,public,bd756f4dfdf6
bdb2efefb82a,19,private,bdb2efefb82a
bdf0736fa01b,120,private,bdf0736fa01b
be34d08821f2,1200,public,be34d08821f2
be71427eb042,500,private,be71427eb042
be971848a1e2,31,private,be971848a1e2
beb42c5a5dde,40,private,beb42c5a5dde
beea49a58bca,45,private,beea49a58bca
bfb4a02dcda6,27,private,bfb4a02dcda6
bfbbcbcaf68e,30,private,bfbbcbcaf68e
bfbf401acc07,3,public,bfbf401acc07
bfc26bf8762c,40,private,bfc26bf8762c
bfd1bf7d74d8,70,private,bfd1bf7d74d8
c00499107425,490,private,c00499107425
c013ef291ecc,120,public,c013ef291ecc
c01a6215653f,26,private,c01a6215653f
c01abc02111e,16,private,c01abc02111e
c04c21aed3bb,255,private,c04c21aed3bb
c06b39bd8153,240,private,c06b39bd8153
c09f207f5cd4,12,private,c09f207f5cd4
c0c3b2e7b3f2,53,private,c0c3b2e7b3f2
c10f0fa439ad,7,public,c10f0fa439ad
c1242f9a0945,36,private,c1242f9a0945
c129d3795703,34,public,c129d3795703
c16a548eaf7a,140,private,c16a548eaf7a
c18ccaf115ff,24,private,c18ccaf115ff
c1daad762953,14,public,c1daad762953
c239cb028706,100,public,c239cb028706
c24b99ff469c,22,private,c24b99ff469c
c251fd96a2df,100,private,c251fd96a2df
c26375d92162,77,public,c26375d92162
c2c2ac2e39b4,50,public,c2c2ac2e39b4
c303143f01ad,120,private,c303143f01ad
c30ea0b0da33,15,private,c30ea0b0da33
c345d2ca64a9,30,public,c345d2ca64a9
c390a5f74fba,6,private,c390a5f74fba
c3969b1e7859,27,private,c3969b1e7859
c396f3a85a0a,14,private,c396f3a85a0a
c3979ded2d18,50,public,c3979ded2d18
c3a0581f8fc2,66,private,c3a0581f8fc2
c3e9d5be4630,10,private,c3e9d5be4630
c409ad46f286,32,public,c409ad46f286
c40a7bdc9f5c,132,public,c40a7bdc9f5c
c455e1e59ced,300,private,c455e1e59ced
c45fa90ab12a,17,public,c45fa90ab12a
c4fc8d4b4c40,6,public,c4fc8d4b4c40
c50f12e7597a,230,private,c50f12e7597a
c52d221915e6,33,public,c52d221915e6
c52e80e7597f,32,private,c52e80e7597f
c56a84bbfff6,140,private,c56a84bbfff6
c5ab80dc9579,15,private,c5ab80dc9579
c5e1e583c704,280,private,c5e1e583c704
c60cbe595463,101,private,c60cbe595463
c6177c9e0aa1,23,private,c6177c9e0aa1
c64666f355e8,8,private,c64666f355e8
c651c35443aa,100,private,c651c35443aa
c6a3326239ae,2400,private,c6a3326239ae
c6ac730a8e89,75,private,c6ac730a8e89
c6bfdcd70179,20,private,c6bfdcd70179
c6c770218406,30,private,c6c770218406
c7236ddce092,20,public,c7236ddce092
c731047c06d4,91,private,c731047c06d4
c745f331728a,60,private,c745f331728a
c74655b05a02,5,private,c74655b05a02
c7babb15dd26,32,private,c7babb15dd26
c7c778cf814f,4,private,c7c778cf814f
c7dedf525b36,18,private,c7dedf525b36
c7f49e868d2a,4000,private,c7f49e868d2a
c85fd087a251,21,public,c85fd087a251
c919f964d815,1800,public,c919f964d815
c91d30ef8deb,1248,private,c91d30ef8deb
c96b3c044edb,6,public,c96b3c044edb
c9788a039274,90,private,c9788a039274
ca2479b211b4,3,private,ca2479b211b4
ca3ce2467def,8,public,ca3ce2467def
ca58c3cd8db5,6,private,ca58c3cd8db5
ca6618809856,75,private,ca6618809856
ca77fb3799a1,160,private,ca77fb3799a1
ca9fd2050ead,50,private,ca9fd2050ead
caaa3dd02954,25,private,caaa3dd02954
cacf58866cb5,45,public,cacf58866cb5
caf82992b0fa,10,private,caf82992b0fa
cafb5f710e2f,123,private,cafb5f710e2f
cb005bd0608c,42,private,cb005bd0608c
cb0f9d2331ed,1400,private,cb0f9d2331ed
cb1423f07cde,15,public,cb1423f07cde
cb9474aaa40d,2,public,cb9474aaa40d
cbc0c81f19ae,7,private,cbc0c81f19ae
cc364f18f37a,50,private,cc364f18f37a
cc510d4c64ba,13,private,cc510d4c64ba
cc9a89a7002a,3,private,cc9a89a7002a
cc9e8b98a09b,14,private,cc9e8b98a09b
ccb10c98c8af,45,private,ccb10c98c8af
cce431e1dadf,6,private,cce431e1dadf
cd21c6c6202b,50,private,cd21c6c6202b
cd53646cc84c,98,public,cd53646cc84c
cd8eb14dbf77,2304,private,cd8eb14dbf77
cde3deef692d,240,private,cde3deef692d
ce1e7f1feffa,4,public,ce1e7f1feffa
ce5f7470a8d4,10,private,ce5f7470a8d4
ce60e7c93610,85,public,ce60e7c93610
ce951ea1feb6,273,private,ce951ea1feb6
ceb8c4a3965e,312,private,ceb8c4a3965e
cebb6f33a221,2,private,cebb6f33a221
cebc422de7da,44,private,cebc422de7da
cef79a77d2a9,15,private,cef79a77d2a9
cf0274924b0a,5,private,cf0274924b0a
cf8261c517db,90,private,cf8261c517db
cfd8f7c2e953,30,private,cfd8f7c2e953
d002b56d56df,8,private,d002b56d56df
d02c9ae9bb97,82,private,d02c9ae9bb97
d092cd8681b1,144,private,d092cd8681b1
d0a8ad472013,9,public,d0a8ad472013
d0aee990499b,200,private,d0aee990499b
d0f97fca9333,12,private,d0f97fca9333
d104c890e52e,7,public,d104c890e52e
d1175fcfe142,200,private,d1175fcfe142
d16f602ff60b,310,private,d16f602ff60b
d20a90d2708f,3160,private,d20a90d2708f
d28741d80f29,16,private,d28741d80f29
d2cde3b1e6d2,38,public,d2cde3b1e6d2
d2ffcdf18ea8,120,private,d2ffcdf18ea8
d31245ed0896,45,private,d31245ed0896
d33ba1b1aa73,19,private,d33ba1b1aa73
d3616368f5a3,621,private,d3616368f5a3
d36ad1cf7709,90000,public,d36ad1cf7709
d3f4d3747346,50,private,d3f4d3747346
d3f75c43b97f,480,public,d3f75c43b97f
d43026f45568,84,private,d43026f45568
d4981d04dcce,6,private,d4981d04dcce
d49d861e3830,26,private,d49d861e3830
d4fb7f92956b,1260,private,d4fb7f92956b
d569586da672,350,public,d569586da672
d6508315c989,360,public,d6508315c989
d67f6189c7ba,27,private,d67f6189c7ba
d6870efb05cb,10,private,d6870efb05cb
d6c82975e98a,28,private,d6c82975e98a
d7d62987a9bd,2,private,d7d62987a9bd
d7ef3f09245f,12,public,d7ef3f09245f
d81ed25d7648,2,public,d81ed25d7648
d8305284ae59,70,private,d8305284ae59
d8468f3ecda6,250,private,d8468f3ecda6
d84727070d64,31800,private,d84727070d64
d84d0061913d,29,private,d84d0061913d
d856b02bc2f4,35,private,d856b02bc2f4
d87b36783929,452,private,d87b36783929
d8eb15c61269,63,private,d8eb15c61269
d8f81afc4349,125,private,d8f81afc4349
d8ffa02fbc35,130,public,d8ffa02fbc35
d9512bfffcbf,15,private,d9512bfffcbf
d95625520cc6,2,private,d95625520cc6
d9ccd6777b51,350,private,d9ccd6777b51
d9d95fdafe3e,12,public,d9d95fdafe3e
da5903701247,20,private,da5903701247
da84d3c4b2b4,7,private,da84d3c4b2b4
dacc1b0ab301,25,private,dacc1b0ab301
db49f12f4793,3,private,db49f12f4793
db594c1b6982,72,private,db594c1b6982
db6905ffa229,5,private,db6905ffa229
db8bdb8c74be,24,private,db8bdb8c74be
db920cf73a95,8,public,db920cf73a95
dba4fff77c8e,540,private,dba4fff77c8e
dbc349a8dc2d,133,private,dbc349a8dc2d
dc16183b5b3b,500,private,dc16183b5b3b
dc17758279a6,48,private,dc17758279a6
dc89b6991989,310,private,dc89b6991989
dcb72b291994,3,private,dcb72b291994
dd2447cb1957,48,private,dd2447cb1957
dd3252df3670,255,private,dd3252df3670
dd44dbf891de,3,public,dd44dbf891de
dd5da68e41e4,9,private,dd5da68e41e4
dd6b0842cb01,52,private,dd6b0842cb01
dd8b0ead9586,12,private,dd8b0ead9586
dd8d3abf46fe,15,private,dd8d3abf46fe
dd94cf176462,420,public,dd94cf176462
dd9ffa37f17d,31,private,dd9ffa37f17d
ddf35a600e2c,12,private,ddf35a600e2c
ddf6bf29653f,4,private,ddf6bf29653f
de55a7996e5f,153,public,de55a7996e5f
de98b6375d72,7,public,de98b6375d72
dec4d2d6111b,1000,private,dec4d2d6111b
ded3fa269e8d,110,public,ded3fa269e8d
df25fea93f3b,3140,private,df25fea93f3b
df4677ff5353,80,public,df4677ff5353
df534a178529,35,private,df534a178529
df59978840ec,288,public,df59978840ec
dfbf25bd4a56,32,public,dfbf25bd4a56
dff0a395a319,15,private,dff0a395a319
e06112faa3c5,188,private,e06112faa3c5
e06f0e55e623,37,public,e06f0e55e623
e07a25fdbb90,5,private,e07a25fdbb90
e0988de526ba,4,public,e0988de526ba
e0ace606f6a3,140,private,e0ace606f6a3
e0dc092ca31b,-3,private,e0dc092ca31b
e0e26ab65961,10,public,e0e26ab65961
e131db1074e1,57,public,e131db1074e1
e15477ec1002,5,private,e15477ec1002
e1739b459175,5,public,e1739b459175
e1d1b8237034,59,private,e1d1b8237034
e27115d0a12c,9,private,e27115d0a12c
e28e7f0270f8,17,private,e28e7f0270f8
e29da960bf40,112,private,e29da960bf40
e2b7d230ad8a,51,private,e2b7d230ad8a
e2dbdacc466c,180,private,e2dbdacc466c
e30bc5340cfa,4500,public,e30bc5340cfa
e352a30ebf6d,36,private,e352a30ebf6d
e354552963ad,26,private,e354552963ad
e35710ef8d17,3,private,e35710ef8d17
e376b4273064,276000,public,e376b4273064
e3a4f3ab3f71,7,private,e3a4f3ab3f71
e3c40e81d542,5,private,e3c40e81d542
e3d47ee0f47c,7,private,e3d47ee0f47c
e405b1aefdfd,40,private,e405b1aefdfd
e410feea4267,14,private,e410feea4267
e4149b72b16a,300,private,e4149b72b16a
e41bcc94c04f,21,public,e41bcc94c04f
e42fed6fb743,350,public,e42fed6fb743
e4326750426c,14000,public,e4326750426c
e47a61043cd9,50,public,e47a61043cd9
e4c4f646a125,260,private,e4c4f646a125
e4e04d4b84f6,500,private,e4e04d4b84f6
e54bb59cb477,8000,private,e54bb59cb477
e550e0d4681f,5600,private,e550e0d4681f
e570a1c203e8,4,private,e570a1c203e8
e5b0612662a5,43,public,e5b0612662a5
e5b5e9218d6f,2880000,private,e5b5e9218d6f
e5b8ab8846ac,30,private,e5b8ab8846ac
e64a5fae848e,43200,private,e64a5fae848e
e65a7fb0b5db,8,private,e65a7fb0b5db
e65c75a2eff3,4,public,e65c75a2eff3
e69824be315a,2,private,e69824be315a
e6be53ed61d5,22,private,e6be53ed61d5
e715fe5b0a47,1000,public,e715fe5b0a47
e72e93c187d0,81,private,e72e93c187d0
e7414b5270e3,8,public,e7414b5270e3
e79bb6ba422b,87,public,e79bb6ba422b
e7bafb8b36ee,216,public,e7bafb8b36ee
e7eaac008194,5600,private,e7eaac008194
e80c7a0f1bba,1800,public,e80c7a0f1bba
e84dd85c2281,30,private,e84dd85c2281
e8a6bfcd48d1,2000,private,e8a6bfcd48d1
e913275d1b8b,16,private,e913275d1b8b
e97e7ef64689,3,private,e97e7ef64689
e98884c3c8f0,1,private,e98884c3c8f0
e998402ea058,100,private,e998402ea058
e9d1ec381f54,600,private,e9d1ec381f54
ea4c2d2e3cee,2,private,ea4c2d2e3cee
ea5ce66d8256,120,private,ea5ce66d8256
ea772c99a8f9,14,private,ea772c99a8f9
eab2414ab14e,130000,private,eab2414ab14e
eac8117b9641,9,private,eac8117b9641
eb0bce8e36ab,3,private,eb0bce8e36ab
eb13f3362de3,100,public,eb13f3362de3
eb1f1f1a184f,15,public,eb1f1f1a184f
ebdcfb51da20,50,private,ebdcfb51da20
ebe1e2011880,180,private,ebe1e2011880
ebf0de6514d8,12,private,ebf0de6514d8
ebf41402398b,15,private,ebf41402398b
ec38b9884cb4,123,private,ec38b9884cb4
ec5c00490f31,7,private,ec5c00490f31
ec67e3e41da4,16,private,ec67e3e41da4
ec9536e15a15,30,private,ec9536e15a15
ec996105b543,45000,private,ec996105b543
ed3f517e6d98,70,private,ed3f517e6d98
ed86ee9dfdc7,10,private,ed86ee9dfdc7
ee0df5356a9b,81,public,ee0df5356a9b
ee7b99bc1d90,90,private,ee7b99bc1d90
eecc284f2b25,4,private,eecc284f2b25
ef15e6976d2f,2,private,ef15e6976d2f
ef45e2f2c071,20,private,ef45e2f2c071
efaeeed158f7,14,public,efaeeed158f7
efeb0603dea0,76,private,efeb0603dea0
eff3950dead8,91,private,eff3950dead8
effcce56f51a,5,public,effcce56f51a
f06e0d94a151,20,private,f06e0d94a151
f0944f61f06a,20,private,f0944f61f06a
f0983f450502,700,private,f0983f450502
f113ebe9aaf0,255,private,f113ebe9aaf0
f144ebc0f78f,9,private,f144ebc0f78f
f151271e2965,50,private,f151271e2965
f17addf6323a,11,private,f17addf6323a
f1c585a994a0,3,private,f1c585a994a0
f1f7c987a617,112,public,f1f7c987a617
f2bda9d80ca4,160,public,f2bda9d80ca4
f2ca960991a3,42,private,f2ca960991a3
f44690eb32a6,-10,private,f44690eb32a6
f45607d55b4e,31,private,f45607d55b4e
f4600be991bd,13,public,f4600be991bd
f46819458dcf,29,private,f46819458dcf
